board_pos,w_safety,b_safety,w_central,b_central,w_rating,b_rating,turn,square_0,square_1,square_2,square_3,square_4,square_5,square_6,square_7,square_8,square_9,square_10,square_11,square_12,square_13,square_14,square_15,square_16,square_17,square_18,square_19,square_20,square_21,square_22,square_23,square_24,square_25,square_26,square_27,square_28,square_29,square_30,square_31,square_32,square_33,square_34,square_35,square_36,square_37,square_38,square_39,square_40,square_41,square_42,square_43,square_44,square_45,square_46,square_47,square_48,square_49,square_50,square_51,square_52,square_53,square_54,square_55,square_56,square_57,square_58,square_59,square_60,square_61,square_62,square_63,1,2,3,4,5,6,7,8,a,b,c,d,e,f,g,h,columns_moved,ranks_moved,promote_q,promote_r,promote_b,promote_n
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,4,4,2,2,823,836,0,2,3,4,5,6,4,3,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,7,7,7,8,9,10,11,12,10,9,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0,0.0,0.0,0.0,0.0
r5k1/pR3p1p/2nNrBp1/b3P3/8/2p5/P4PPP/3B1K2 b - - 6 26,7,2,3,2,1273,1288,1,2,0,0,0,0,0,6,0,1,8,0,0,0,1,0,1,0,0,3,9,2,10,1,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,7,7,7,0,0,0,10,0,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0
rnbqkbnr/pp4pp/5p2/2p1P3/2B1N3/8/PPPP2PP/R1BQK1NR w KQkq - 0 7,13,14,3,3,1344,1380,0,2,3,4,5,6,4,3,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,7,7,8,0,10,11,12,0,9,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
rnbq1rk1/ppp1ppbp/3p1np1/8/3P4/3BP1B1/PPP2PPP/RN1QK1NR w KQ - 5 6,5,2,4,3,1252,1252,0,2,3,4,5,0,2,6,0,1,1,1,0,1,1,4,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,7,0,10,0,7,7,7,0,0,7,7,7,8,9,0,11,12,0,9,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
7k/p1p3pp/2Q5/6q1/P3P3/2Br3P/1P4P1/5RK1 w - - 1 31,8,1,5,3,1110,1101,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,7,0,0,0,0,0,10,2,0,0,0,7,0,7,0,0,0,0,7,0,0,0,0,0,0,8,12,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
1k1rq3/pp2p1Q1/2p2npp/n2p4/3B4/2N5/PPP1BPPP/3RR1K1 b - - 0 21,1,2,5,3,1374,1500,1,0,6,0,2,5,0,0,0,1,1,0,0,1,0,11,0,0,0,1,0,0,3,1,1,3,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,7,7,7,0,10,7,7,7,0,0,0,8,8,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1k1r3r/ppp2ppp/2n2q2/2bNpN2/4P1B1/3P4/PPP3P1/R1BQ1R1K b - - 6 15,7,1,5,4,1140,1151,1,0,6,0,2,0,0,0,2,1,1,1,0,0,1,1,1,0,0,3,0,0,5,0,0,0,0,4,9,1,9,0,0,0,0,0,0,7,0,10,0,0,0,0,7,0,0,0,0,7,7,7,0,0,0,7,0,8,0,10,11,0,8,0,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
4r2k/p2b4/1p1p3p/3P1nq1/2P2R2/2P2R2/P5P1/1Q4K1 b - - 3 31,13,8,4,3,2004,1884,1,0,0,0,0,2,0,0,6,1,0,0,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,7,0,3,5,0,0,0,7,0,0,8,0,0,0,0,7,0,0,8,0,0,7,0,0,0,0,0,7,0,0,11,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,0,0,1222,1701,0,2,3,4,5,6,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,8,9,10,11,12,10,9,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
rnbqkbnr/pppp1ppp/8/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,4,4,2,2,1886,1837,1,2,3,4,5,6,4,3,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,7,7,7,8,9,10,11,12,0,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-2.0,0.0,0.0,0.0,0.0
r1b1r3/pp2k1Q1/2p1p3/4P3/3q4/4p3/PPP3PP/R1B2R1K b - - 0 21,1,13,2,4,1922,1850,1,2,0,4,0,2,0,0,0,1,1,0,0,6,0,11,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,7,7,7,0,0,0,7,7,8,0,10,0,0,8,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
8/1KP1k3/1P6/8/2r5/8/8/8 w - - 1 51,19,19,0,2,1400,1442,0,0,0,0,0,0,0,0,0,0,12,7,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
r1bq1rk1/pp2b1pn/2p1p2p/3nN3/P2P4/1B4N1/1P2QPPP/R1BR2K1 b - - 6 15,1,8,6,2,2257,2308,1,2,0,4,5,0,2,6,0,1,1,0,0,4,0,1,3,0,0,1,0,1,0,0,1,0,0,0,3,9,0,0,0,7,0,0,7,0,0,0,0,0,10,0,0,0,0,9,0,0,7,0,0,11,7,7,7,8,0,10,8,0,0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0
3r1r2/pp4k1/2p1bp1p/1BP1p1p1/4P3/1P5P/P5P1/3RR1K1 w - - 0 23,8,2,4,4,1260,1281,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,6,0,0,0,1,0,4,1,0,1,0,10,7,0,1,0,1,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,7,7,0,0,0,0,0,7,0,0,0,0,8,8,0,12,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
3r2k1/pp1rppbp/1np1b1p1/4P3/8/1P2BB1P/P4P2/R4RK1 w - - 3 21,8,2,4,3,1500,1330,0,0,0,0,2,0,0,6,0,1,1,0,2,1,1,4,1,0,3,1,0,4,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,10,0,7,7,0,0,0,0,7,0,0,8,0,0,0,0,8,12,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
6k1/pp3pp1/2p1p2p/b7/2n3P1/1PP4P/P4P2/2KN4 b - - 0 24,9,2,1,2,1391,1406,1,0,0,0,0,0,0,6,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,12,9,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
6k1/pp3pp1/7p/b3P3/2r2Pn1/6PN/P1PK3P/7R w - - 1 23,16,2,2,3,1615,1602,0,0,0,0,0,0,0,6,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,0,0,0,7,0,0,0,0,0,2,0,0,7,3,0,0,0,0,0,0,0,7,9,7,0,7,12,0,0,0,7,0,0,0,0,0,0,0,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
r3k2r/1pqn1pp1/p1pb1n1p/3p4/P2P3B/2NBPb2/1PQ2PPP/1R2K2R w Kkq - 0 14,5,10,5,4,2056,2105,0,2,0,0,0,6,0,0,2,0,1,5,3,0,1,1,0,1,0,1,4,0,3,0,1,0,0,0,1,0,0,0,0,7,0,0,7,0,0,0,10,0,0,9,10,7,4,0,0,0,7,11,0,0,7,7,7,0,8,0,0,12,0,0,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0
4k2r/pbr2ppp/1ppbpq2/8/3P1P2/3PQ1P1/PP2N2P/R4RK1 b k - 4 19,5,8,4,3,2146,2146,1,0,0,0,0,6,0,0,2,1,4,2,0,0,1,1,1,0,1,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,7,11,0,7,0,7,7,0,0,9,0,0,7,8,0,0,0,0,8,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2r3k1/5ppp/1p1qpnn1/r2p4/3P4/P1P2PN1/1P1N2PP/1R1Q1RK1 w - - 8 25,2,1,4,4,1657,1660,0,0,0,2,0,0,0,6,0,0,0,0,0,0,1,1,1,0,1,0,5,1,3,3,0,2,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0,7,9,0,0,7,0,9,0,0,7,7,0,8,0,11,0,8,12,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-1.0,0.0,0.0,0.0,0.0
6k1/pp3ppp/2B1r2q/8/2Q5/5N2/PPP2bPP/1K1R4 b - - 0 19,1,1,4,3,1989,1966,1,0,0,0,0,0,0,6,0,1,1,0,0,0,1,1,1,0,0,10,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,0,0,7,7,7,0,0,4,7,7,0,12,0,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
rn1qkb1r/pp1b1ppp/2p1pn2/1B1p4/Q7/2P1P3/PP1P1PPP/RNB1K1NR w KQkq - 0 6,2,5,2,3,1462,1482,0,2,3,0,5,6,4,0,2,1,1,0,4,0,1,1,1,0,0,1,0,1,3,0,0,0,10,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,7,7,0,7,0,7,7,7,8,9,10,0,12,0,9,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0
rr3n1k/1b2q2n/3p1p1N/2pPpBpQ/1pP1P2p/1P2B2P/3N1PP1/R4RK1 b - - 0 34,2,10,5,4,1732,1913,1,2,2,0,0,0,3,0,6,0,4,0,0,5,0,0,3,0,0,0,1,0,1,0,9,0,0,1,7,1,10,1,11,0,1,7,0,7,0,0,1,0,7,0,0,10,0,0,7,0,0,0,9,0,7,7,0,8,0,0,0,0,8,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6k1/6p1/p2B3p/8/3PQ1Pq/2P5/1P6/6K1 w - - 1 42,16,8,5,0,1953,2091,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,11,0,7,5,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8/pp6/1k2r3/1n4K1/7r/2R5/8/1R6 b - - 0 46,19,19,0,3,1364,1411,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
5r2/p7/3n3p/p4k2/5p1P/2P2K2/1P4P1/8 w - - 1 41,19,13,2,2,2080,2039,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,7,0,0,7,0,0,12,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
rn1qkbnr/pbpppppp/1p6/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,4,1,3,2,1669,1717,0,2,3,0,5,6,4,3,2,1,4,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,7,7,7,0,7,7,7,7,8,9,10,11,12,10,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
2q5/1k4p1/1n3p1p/p2r4/5B1P/2KP2P1/P1P5/1R6 w - - 2 36,19,14,3,4,1073,1072,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,1,0,0,3,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,10,0,7,0,0,12,7,0,0,7,0,7,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0
rnbqkb1r/pppppp1p/5np1/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,4,1,4,2,2009,1913,0,2,3,4,5,6,4,0,2,1,1,1,1,1,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,7,7,7,7,8,9,10,11,12,10,9,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
rnb2rk1/pp1nppbp/1q4p1/2p1P3/3P4/2PB1N2/PP4PP/RNBQK2R w KQ - 4 10,16,2,5,2,1811,1831,0,2,3,4,0,0,2,6,0,1,1,0,3,1,1,4,1,0,5,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,7,10,0,9,0,0,7,7,0,0,0,0,7,7,8,9,10,11,12,0,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
rn1qkb1r/pp2pppp/5n2/3p1b2/3P4/1QN2N2/PP2PPPP/R1B1KB1R b KQkq - 1 6,4,4,5,3,1370,1445,1,2,3,0,5,6,4,0,2,1,1,0,0,1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,4,0,0,0,0,0,7,0,0,0,0,0,11,9,0,0,9,0,0,7,7,0,0,7,7,7,7,8,0,10,0,12,10,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
6k1/1p1n2pp/2n5/p1p1p3/1P4N1/P1r3qP/6PK/R5Q1 w - - 4 24,7,7,2,3,1600,1595,0,0,0,0,0,0,0,6,0,0,1,0,3,0,0,1,1,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,7,0,0,0,0,9,0,7,0,2,0,0,0,5,7,0,0,0,0,0,0,7,12,8,0,0,0,0,0,11,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
r1bqk1nr/pppp1ppp/8/3P4/2n1PB2/2P5/P5PP/R2QKBNR b KQkq - 0 8,16,7,5,1,1706,1702,1,2,0,4,5,6,0,3,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,7,10,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,7,8,0,0,11,12,10,9,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0
2k3rr/pbq1bp2/1nn1p3/2NpP3/3P2pp/1NP1B3/2B1QPPP/R1R3K1 w - - 0 21,1,16,5,5,2112,2236,0,0,0,6,0,0,0,2,2,1,4,5,0,4,1,0,0,0,3,3,0,1,0,0,0,0,0,9,1,7,0,0,0,0,0,0,7,0,0,1,1,0,9,7,0,10,0,0,0,0,0,10,0,11,7,7,7,8,0,8,0,0,0,12,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5k2/pR6/2p1p3/3pP3/3P4/r1PB4/7P/5K2 w - - 1 38,19,14,5,3,1557,1554,0,0,0,0,0,0,6,0,0,1,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,7,0,0,0,0,2,0,7,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0
rnbqkbnr/ppp1pppp/8/8/8/2N5/PP1PPPPP/R1BQKBNR w KQkq - 2 4,1,7,2,2,1651,1677,0,2,3,4,5,6,4,3,2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,7,0,7,7,7,7,7,8,0,10,11,12,10,9,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,0,0,1140,1095,0,2,3,4,5,6,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,8,9,10,11,12,10,9,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
r4rk1/pbq2pbp/1p2p1pB/2p5/2PnP3/2N3P1/PP1Q1PBP/3R1RK1 w - - 0 16,2,2,4,5,2093,2030,0,2,0,0,0,0,2,6,0,1,4,5,0,0,1,4,1,0,1,0,0,1,0,1,10,0,0,1,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,9,0,0,0,7,0,7,7,0,11,0,7,10,7,0,0,0,8,0,8,12,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0
r1bq4/ppp2kp1/2np3p/2bPp3/8/3P4/PPP2PPP/R1BQ1RK1 b - - 0 11,1,14,2,3,1039,1070,1,2,0,4,5,0,0,0,0,1,1,1,0,0,6,1,0,0,0,3,1,0,0,0,1,0,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,7,0,0,7,7,7,8,0,10,11,0,8,12,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
r4rk1/pb2bpp1/2p1q2p/n3P3/B3Q3/8/PPP2PPP/RNB2RK1 w - - 1 15,1,2,5,2,1212,1211,0,2,0,0,0,0,2,6,0,1,4,0,0,4,1,1,0,0,0,1,0,5,0,0,1,3,0,0,0,7,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,7,7,7,8,9,10,0,0,8,12,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2b1k2r/1p1p2pp/4pp2/8/2P3N1/b1n1B2P/5PP1/3R2K1 w k - 2 22,2,3,3,3,985,1000,0,0,0,4,0,6,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,4,0,3,0,10,0,0,7,0,0,0,0,0,7,7,0,0,0,0,8,0,0,12,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0
r1bqkb1r/ppp2ppp/5n2/8/2BP4/2N5/PP3PPP/R1BQK2R b KQkq - 0 8,10,13,5,3,1255,1224,1,2,0,4,5,6,4,0,2,1,1,1,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,9,0,0,0,0,0,7,7,0,0,0,7,7,7,8,0,10,11,12,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,-4.0,0.0,0.0,0.0,0.0
7Q/6k1/8/pp1P1K2/8/1P6/8/8 b - - 0 43,19,19,3,0,1700,1693,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
r1bqkb1r/ppp3pp/8/3pp1Nn/8/2NB3P/PPP3P1/R4RK1 b kq - 1 16,8,13,2,5,1485,1547,1,2,0,4,5,6,4,0,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,3,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,7,7,7,7,0,0,0,7,0,8,0,0,0,0,8,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0
5rk1/4Rppp/8/4P1Bq/4PP2/3Q3P/2P2K2/8 w - - 3 36,9,1,6,0,1797,1695,0,0,0,0,0,0,2,6,0,0,0,0,0,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,5,0,0,0,0,7,7,0,0,0,0,0,11,0,0,0,7,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2kr3r/p1p4p/1p2q1p1/5p2/3pbR2/P1P3P1/1P4BP/R2Q2K1 w - - 0 19,8,8,2,6,1134,1133,0,0,0,6,2,0,0,0,2,1,0,1,0,0,0,0,1,0,1,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,8,0,0,7,0,7,0,0,0,7,0,0,7,0,0,0,0,10,7,8,0,0,11,0,0,12,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,2.0,0.0,0.0,0.0,0.0
rnbqkb1r/ppp2ppp/4pn2/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 4,7,5,6,3,2049,1972,0,2,3,4,5,6,4,0,2,1,1,1,0,0,1,1,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,0,0,0,0,0,9,0,0,0,0,0,7,7,7,0,0,7,7,7,8,0,10,11,12,10,9,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
